MINE_ID,CONTROLLER_ID,CONTROLLER_NAME,OPERATOR_ID,OPERATOR_NAME,CONTRACTOR_ID,DOCUMENT_NO,SUBUNIT_CD,SUBUNIT,ACCIDENT_DT,CAL_YR,CAL_QTR,FISCAL_YR,FISCAL_QTR,ACCIDENT_TIME,DEGREE_INJURY_CD,DEGREE_INJURY,FIPS_STATE_CD,UG_LOCATION_CD,UG_LOCATION,UG_MINING_METHOD_CD,UG_MINING_METHOD,MINING_EQUIP_CD,MINING_EQUIP,EQUIP_MFR_CD,EQUIP_MFR_NAME,EQUIP_MODEL_NO,SHIFT_BEGIN_TIME,CLASSIFICATION_CD,CLASSIFICATION,ACCIDENT_TYPE_CD,ACCIDENT_TYPE,NO_INJURIES,TOT_EXPER,MINE_EXPER,JOB_EXPER,OCCUPATION_CD,OCCUPATION,ACTIVITY_CD,ACTIVITY,INJURY_SOURCE_CD,INJURY_SOURCE,NATURE_INJURY_CD,NATURE_INJURY,INJ_BODY_PART_CD,INJ_BODY_PART,SCHEDULE_CHARGE,DAYS_RESTRICT,DAYS_LOST,TRANS_TERM,RETURN_TO_WORK_DT,IMMED_NOTIFY_CD,IMMED_NOTIFY,INVEST_BEGIN_DT,NARRATIVE,CLOSED_DOC_NO,COAL_METAL_IND
400213,M02802,Vicat S A,L10040,National Cement Company Of California Inc,,2.20123E+11,30,MILL OPERATION/PREPARATION PLANT,6/11/2012,2012,4,2013,1,800,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,700,10,HANDTOOLS (NONPOWERED),21,"CGHT I, U, B, MVNG & STTN OBJS",1,2.79,2.79,2.79,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",30,HAND TOOLS (NOT POWERED),48,"CROWBAR,PRY BAR",180,"CUT,LACER,PUNCT-OPN WOUND",340,FINGER(S)/THUMB,0,5,0,N,11/13/2012,? ,NO VALUE FOUND,,EE was prying on a door and the pry bar slipped. When the bar slipped it pinched his left index finger in between the pry bar and the kiln hood causing a cut to the tip of his finger.,3.20123E+11,M
400219,M00362,Minerals Technologies Inc,L12908,Specialty Minerals Inc,,2.20011E+11,30,MILL OPERATION/PREPARATION PLANT,1/03/2001,2001,1,2001,2,1000,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,700,9,HANDLING OF MATERIALS,4,STRUCK BY FALLING OBJECT,1,0.03,0.03,20,302,"Electrician, Lineman",28,HANDLING SUPPLIES/MATERIALS,43,"ELECTRICAL APPARATUS,NEC",160,"CONTUSN,BRUISE,INTAC SKIN",512,KNEE/PATELLA,,5,,N,3/09/2001,13,NOT MARKED,,"MOVING ELECTRICAL PANEL, LOWERING IT TO THE FLOOR W/4 PEOPLE. THE CABINET SLID ON THE FLOOR AND EVERYONE LOST GRIP. CABINET HIT EE IN THE RIGHT KNEE.",3.20011E+11,M
400281,M09149,Cemex S A,L17926,Cemex California Cement LLC,J853,2.20053E+11,30,MILL OPERATION/PREPARATION PLANT,5/09/2005,2005,3,2005,4,1400,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700,9,HANDLING OF MATERIALS,4,STRUCK BY FALLING OBJECT,1,1.35,0.67,0.67,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",28,HANDLING SUPPLIES/MATERIALS,89,"BROKEN ROCK,COAL,ORE,WSTE",160,"CONTUSN,BRUISE,INTAC SKIN",512,KNEE/PATELLA,0,10,0,N,09/20/2005,? ,NO VALUE FOUND,,Employee working in silo cleaning rock fell and hit his knee.,,M
400281,M00201,Southdown Inc,L16284,Southdown California Cement Llc,,2.20001E+11,30,MILL OPERATION/PREPARATION PLANT,7/02/2000,2000,1,2000,2,830,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,700,9,HANDLING OF MATERIALS,28,"OVR-EXRTN IN PLLNG, PSHNG OBJS",1,7.65,7.65,3.03,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",63,OPERATE MILL EQUIPMENT,98,"PUMPS,FANS,COMP,ENG,NEC",330,"SPRAIN,STRAIN RUPT DISC",450,SHOULDERS (COLLARBONE/CLAVICLE/SCAPULA),,15,,N,05/26/2000,13,NOT MARKED,,"EE WAS TRYING TO MOVE STRUCK LEVEL ARM ON CEMENT PUMP. WHILE PUSHING DOWN, HE EXPERIENCED PAIN IN SHOULDER. EE DID NOT GO TO DR UNTIL MAY 5, 2000. DR RECOMMENDED MODIFIED DUTY.",3.20002E+11,M
400281,M09149,Cemex S A,L17926,Cemex California Cement LLC,,2.20013E+11,30,MILL OPERATION/PREPARATION PLANT,27/08/2001,2001,3,2001,4,1215,3,DAYS AWAY FROM WORK ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,1800,9,HANDLING OF MATERIALS,8,"STRUCK BY, NEC",1,1.55,1.55,0.53,199,"Miner, NEC",28,HANDLING SUPPLIES/MATERIALS,3,"BOILR,PRES VSL,AIR HOS,OX",160,"CONTUSN,BRUISE,INTAC SKIN",130,EYE(S) OPTIC NERVE/VISON,,,1,N,9/04/2001,13,NOT MARKED,,WHEN THE EMPLOYEE TURNED AIR HOSE ON THE HOSE SLIPPED FROM HIS HAND AND HIT HIM IN THE FACE. THIS KNOCKED HIS SAFETY GLASSES OFF AND STRUCK HIM IN THE RIGHT EYE.,,M
400281,M09149,Cemex S A,L17926,Cemex California Cement LLC,,2.20044E+11,30,MILL OPERATION/PREPARATION PLANT,29/01/2002,2002,1,2002,2,900,?,NO VALUE FOUND,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700,?,NO VALUE FOUND,?,NO VALUE FOUND,1,0.94,0.94,0.94,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,0,3,0,N,02/22/2002,? ,NO VALUE FOUND,,Internal audit found need to report. First EE was leaving out the door from the maintenance shop while Second EE was coming in as First EE was reaching for handle of door the second EE pushed with some force the door open jamming First EE had into handle causing injury.,,M
400284,M01207,Marvin K  Soiland,L10196,"Soiland Co., Inc.",,2.20092E+11,99,OFFICE WORKERS AT MINE SITE,26/09/2008,2008,3,2008,4,1400,7,OCCUPATNAL ILLNESS NOT DEG 1-6,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,830,31,DISORDERS (REPEATED TRAUMA),30,"OVER-EXERTION, NEC",1,1.75,1.75,1.75,393,"Weighman, Scale person",99,UNKNOWN,127,"MISCELLANEOUS,NEC",270,"JOINT,TENDON,MUSCL INFLAM",320,WRIST,0,186,0,N,06/24/2009,? ,NO VALUE FOUND,09/29/2008,EE was working at her computer when she noticed that her right hand was hurting and swollen.,,M
400600,M08577,Dean  Soiland,L11084,Bodean Co Inc,,2.20123E+11,3,"STRIP, QUARY, OPEN PIT",7/11/2012,2012,4,2013,1,1045,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,700,9,HANDLING OF MATERIALS,4,STRUCK BY FALLING OBJECT,1,10,10,10,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",41,MOVING EQUIPMENT (FANS/PUMPS/ETC),88,"METAL,NEC(PIPE,WIRE,NAIL)",180,"CUT,LACER,PUNCT-OPN WOUND",330,HAND (NOT WRIST OR FINGERS),0,4,0,N,11/16/2012,? ,NO VALUE FOUND,,"Moving product chute, ratchet mechanism came off thread and fell on right hand.  Laceration and swelling to right hand.",3.20131E+11,M
400743,M01812,Rio Tinto Group,L13075,U S Borax Inc,,2.20003E+11,3,"STRIP, QUARY, OPEN PIT",24/09/2000,2000,3,2000,4,2245,3,DAYS AWAY FROM WORK ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,60,"Shovel, Power shovel, Backhoe, Trackhoe, Dragline - Big Muskie",3000,Not listed,4100,1500,18,SLIP OR FALL OF PERSON,30,"OVER-EXERTION, NEC",1,1.15,1.15,0.65,99,"Miner, NEC",40,MOVE/REEL POWER CABLE,79,"CHAIN,ROPE,CABLE-NT CONVY",220,"FRACTURE,CHIP",520,ANKLE,,,42,N,,13,NOT MARKED,,"EE STATES THAT WHILE MOVING ELECTRICAL SHOVEL CABLE HE WAS LOOKING AWAY FROM THE CABLE WHILE A 2ND EE WAS PULLING IT WITH A TRUCK,THE CABLE CAMEUP BEHIND HIM & TRIPPING HIM, RESULTING IN A FRA CTURED ANKLE",3.20006E+11,M
400743,M01812,Rio Tinto Group,L13075,U S Borax Inc,,2.20013E+11,3,"STRIP, QUARY, OPEN PIT",4/12/2001,2001,4,2002,1,9999,7,OCCUPATNAL ILLNESS NOT DEG 1-6,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,9999,31,DISORDERS (REPEATED TRAUMA),42,NOT ELSEWHERE CLASSIFIED,1,35.98,35.98,21.38,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",99,UNKNOWN,96,"NOISE,NEC",240,HEARING LOSS OR IMPAIRMNT,122,EAR(S) INTERNAL & HEARING,,,,N,12/04/2001,13,NOT MARKED,,AUDIMETRIC RECORDS INDICATE A STANDARD THRESHOLD SHIFT IN HEARING.,3.20013E+11,M
400743,M01812,Rio Tinto Group,L13075,U S Borax Inc,,2.20032E+11,3,"STRIP, QUARY, OPEN PIT",27/07/2003,2003,3,2003,4,1800,10,ALL OTHER CASES (INCL 1ST AID),6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,1500,18,SLIP OR FALL OF PERSON,17,FALL TO WLKWAY OR WRKNG SURFC,1,,4.11,4.11,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",39,MACHINE MAINTENANCE/REPAIR,117,GROUND,330,"SPRAIN,STRAIN RUPT DISC",450,SHOULDERS (COLLARBONE/CLAVICLE/SCAPULA),,,,N,8/11/2003,13,NOT MARKED,,EMPLOYEE ALLEGES THAT ON 7/27/03 HE WAS FUELING EQUIPMENT IN THE RAIN WHEN HE FELL IN THE MUD. HE STATES THAT HE DID NOT FEEL ANY PAIN UNTIL A FEW DAYS LATER AND WENT TO HIS OWN PHYSICIAN WHO TOLD HIM HE DAMAGED HIS ROTATOR CUFF. EMPLOYEE REPORTED INCIDENT ON 8/1/03.,3.20033E+11,M
400743,M01812,Rio Tinto Group,L13075,U S Borax Inc,,2.2004E+11,30,MILL OPERATION/PREPARATION PLANT,19/01/2004,2004,1,2004,2,720,6,"NO DYS AWY FRM WRK,NO RSTR ACT",6,?,NO VALUE FOUND,?,NO VALUE FOUND,71,"Machine, NEC - Wheelbarrow, Well drilling Rig, Post hole auger",119,Not on this list,535,700,11,NONPOWERED HAULAGE,21,"CGHT I, U, B, MVNG & STTN OBJS",1,26.29,26.29,23.88,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",41,MOVING EQUIPMENT (FANS/PUMPS/ETC),109,"NONPOWRD VECH-DOLI,WHLBRW",170,CRUSHING,340,FINGER(S)/THUMB,0,0,0,N,01/20/2004,? ,NO VALUE FOUND,,EMPLOYEE STATES HE WAS MOVING CART WITH PIPE THREADING MACHINE ON IT WHEN HIS R-PINKIE FINGER GOT SMASHED BETWEEN CART HANDLE AND A POLE.,3.2004E+11,M
400743,M01812,Rio Tinto Group,L13075,U S Borax Inc,,2.20042E+11,99,OFFICE WORKERS AT MINE SITE,12/02/2004,2004,1,2004,2,9999,7,OCCUPATNAL ILLNESS NOT DEG 1-6,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,9999,31,DISORDERS (REPEATED TRAUMA),30,"OVER-EXERTION, NEC",1,4.5,4.5,4.5,449,"Mine manager, Mine foreman, Mine owner",99,UNKNOWN,127,"MISCELLANEOUS,NEC",270,"JOINT,TENDON,MUSCL INFLAM",320,WRIST,,,,N,,13,NOT MARKED,,EE CLAIM OF BILATERAL CARPAL TUNNEL SYNDROME RELATED TO REPETITIVE MOTION AT WORK.,,M
401049,M01813,John R Miles,L02013,United States Pumice Company,,2.20001E+11,30,MILL OPERATION/PREPARATION PLANT,1/05/2000,2000,2,2000,3,1030,2,PERM TOT OR PERM PRTL DISABLTY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,5,"Bench grinder, Drill press, Band/Table saw, Sandblaster",3000,Not listed,?,700,17,MACHINERY,8,"STRUCK BY, NEC",1,12,12,12,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",72,"OPERATE SURFACE EQUIPMENT, NEC",74,"MACHINE,NEC-WELDR,OFC MAC",100,AMPUTATION OR ENUCLEATION,340,FINGER(S)/THUMB,60,,,N,,13,NOT MARKED,,"EE WAS SAWING STONE ON BANDSAW WHEN ROCK TURNED DRAWING EE'S RIGHT HAND INTO BLADE, REMOVING TIP OF 3RD FINGER.",,M
401616,M00004,Heidelberg Cement AG,64607,"Hanson Aggregates Mid-Pacific, Inc.",,2.2013E+11,3,"STRIP, QUARY, OPEN PIT",4/02/2013,2013,1,2013,2,9999,8,INJURIES DUE TO NATURAL CAUSES,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,630,21,OTHER,42,NOT ELSEWHERE CLASSIFIED,1,15.15,15.15,15.15,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",99,UNKNOWN,127,"MISCELLANEOUS,NEC",390,"OTHER INJURY,NEC",700,MULTIPLE PARTS (MORE THAN ONE MAJOR),0,0,0,,,? ,NO VALUE FOUND,,"We are denying this claim. EE was on medical leave for COPD and he filed for Cal State Disability after his doctor told him his illness was not work related. After 2 months of not receiving any money from the State of California, he was told the claims are backed up. This is when he filed workman's compensation claim.",,M
401690,M09895,A C  Warnack,L12939,Antelope Valley Aggregate Inc,,2.20001E+11,99,OFFICE WORKERS AT MINE SITE,12/05/2000,2000,2,2000,3,1010,6,"NO DYS AWY FRM WRK,NO RSTR ACT",6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,800,18,SLIP OR FALL OF PERSON,12,"FALL FRM MACH, VEHICLE, EQUIP",1,,,28,199,"Miner, NEC",99,UNKNOWN,10,"FLOOR,WALKING SURF-NOT UG",140,"CONCUSSION-BRAIN,CEREBRAL",110,BRAIN,,,,N,05/15/2000,13,NOT MARKED,,"TURNED IN DESK CHAIR. WAS TRYING TO MOVE TO THE COMPUTER AREA, CAUGHT CHAIR LEG SPOKE ON TYPING TABLE LEG. WENT OVER BACKWARDS. STRUCK HEAD ON CINDER BLOCK WALL, BENT NECK FORWARD AND STRUCK SHOULDERS AND NECK ON THE FLOOR.",,M
401696,M09149,Cemex S A,103149,"Cemex Construction Materials Pacific, LLC",,2.20143E+11,3,"STRIP, QUARY, OPEN PIT",20/09/2014,2014,3,2014,4,830,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,24,"Front-end loader, Tractor-shovel, Payloader, Highlift, Skip loader",63,Komatsu,WA900,500,10,HANDTOOLS (NONPOWERED),5,STRUCK BY FLYING OBJECT,1,14,14,20,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",30,HAND TOOLS (NOT POWERED),88,"METAL,NEC(PIPE,WIRE,NAIL)",180,"CUT,LACER,PUNCT-OPN WOUND",313,FOREARM/ULNAR/RADIUS,0,11,0,N,10/07/2014,? ,NO VALUE FOUND,,"Employee was injured by a small metal shard that entered his right forearm while he was attempting to remove ground engagement (teeth) from the bucket of the Komatsu WA900 loader. He was using a 20lb sledge hammer to knock the ""teeth"" off of the shank when a piece of metal chipped off of the tooth and lodged into his arm.",3.20143E+11,M
401698,M09717,MDU Resources Group Inc,L14838,Knife River Const.,,2.20023E+11,3,"STRIP, QUARY, OPEN PIT",11/11/2002,2002,4,2003,1,1200,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,700,9,HANDLING OF MATERIALS,28,"OVR-EXRTN IN PLLNG, PSHNG OBJS",1,7,7,7,316,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",28,HANDLING SUPPLIES/MATERIALS,112,"POST,CAPS,HEADERS,TIMBER",330,"SPRAIN,STRAIN RUPT DISC",310,"ARM,NEC",,46,,N,1/06/2003,13,NOT MARKED,,EMPLOYEE WAS PUSHING TIMBER INTO LOCATION AND FELT A STRAIN IN HIS LEFT ARM. THIS ACCIDENT WAS NOT REPORTED TO THE EMPLOYER UNTIL 12/4/02.,,M
401760,M04596,Robert C  McLaughlin; Michael J  McLaughlin,L05691,Eureka Sand & Gravel Co. Inc.,,2.20131E+11,3,"STRIP, QUARY, OPEN PIT",3/04/2013,2013,2,2013,3,755,4,DYS AWY FRM WRK & RESTRCTD ACT,6,?,NO VALUE FOUND,?,NO VALUE FOUND,15,"Crusher, Breaker, Mills (ball and rod), Feeder breaker",119,Not on this list,,700,9,HANDLING OF MATERIALS,4,STRUCK BY FALLING OBJECT,1,7.75,7.75,7.75,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",39,MACHINE MAINTENANCE/REPAIR,88,"METAL,NEC(PIPE,WIRE,NAIL)",220,"FRACTURE,CHIP",340,FINGER(S)/THUMB,0,80,79,N,11/13/2013,? ,NO VALUE FOUND,,Worker dropped crusher part on hand cutting 3 fingers possibly breaking one finger.,3.20141E+11,M
401800,M00024,Legacy Vulcan Corp (Form:Vulcan Materials Co),L16645,CalMat Co,,2.20061E+11,3,"STRIP, QUARY, OPEN PIT",4/04/2006,2006,2,2006,3,2150,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,1800,10,HANDTOOLS (NONPOWERED),8,"STRUCK BY, NEC",1,1.92,0.85,0.85,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",30,HAND TOOLS (NOT POWERED),49,KNIFE,180,"CUT,LACER,PUNCT-OPN WOUND",330,HAND (NOT WRIST OR FINGERS),0,16,0,N,04/27/2006,? ,NO VALUE FOUND,,"The employee went to see the company doctor on 4/4/2006 and was placed on restricted duty. While cutting rubber with a utility knife, the knife slipped causing a laceration to R-hand, which required stitches.",3.20061E+11,M
401895,M00649,RMC Group PLC,L09964,CEMEX,,2.20033E+11,3,"STRIP, QUARY, OPEN PIT",20/11/2003,2003,4,2004,1,1000,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,15,"Crusher, Breaker, Mills (ball and rod), Feeder breaker",0,Not Reported,?,600,18,SLIP OR FALL OF PERSON,12,"FALL FRM MACH, VEHICLE, EQUIP",1,27,6,27,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",23,GET ON/OFF EQUIPMENT/MACHINES,18,"WHARFS,DOCKS,ETC",330,"SPRAIN,STRAIN RUPT DISC",520,ANKLE,,43,,N,1/02/2004,13,NOT MARKED,,STEPPING OF JAW CRUSHER TO DECK TWISTED RIGHT ANKLE STEPPED ON SECTION THAT STEEL MAT EXPANDED METAL AND ROLLED ANKLE.,3.20041E+11,M
401984,M00024,Legacy Vulcan Corp (Form:Vulcan Materials Co),L16645,CalMat Co,,2.20003E+11,3,"STRIP, QUARY, OPEN PIT",26/09/2000,2000,3,2000,4,1030,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,44,Ore haulage trucks - off highway trucks,1119,Komatsu,?,500,9,HANDLING OF MATERIALS,4,STRUCK BY FALLING OBJECT,1,0.38,0.38,0.38,176,Truck driver,39,MACHINE MAINTENANCE/REPAIR,88,"METAL,NEC(PIPE,WIRE,NAIL)",370,MULTIPLE INJURIES,700,MULTIPLE PARTS (MORE THAN ONE MAJOR),,4,,N,10/03/2000,13,NOT MARKED,,EMPLOYEE WENT TO SEE THE DOCTOR ON 9-26-00 AND WAS PLACED ON RESTRICTED DUTY. EMPLOYEE WAS PUTTING WHEEL CHOCK BACK ON THE TRUCK WHEN IT SLIPPEDAND STRUCK HER IN THE RIGHT SHOULDER.,3.20003E+11,M
401996,41989,Shamrock Materials Inc,51441,Valley Rock Products ,,2.20072E+11,3,"STRIP, QUARY, OPEN PIT",21/06/2007,2007,2,2007,3,630,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,67,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",121,Not Reported,,600,18,SLIP OR FALL OF PERSON,30,"OVER-EXERTION, NEC",1,3,3,3,395,Water truck operator,23,GET ON/OFF EQUIPMENT/MACHINES,76,SURFACE MINING MACHINES,330,"SPRAIN,STRAIN RUPT DISC",420,BACK (MUSCLES/SPINE/S-CORD/TAILBONE),0,7,0,N,06/30/2007,? ,NO VALUE FOUND,06/22/2007,Slipped on truck step.,3.20072E+11,M
402542,95933,Molycorp Inc,96066,Molycorp Minerals ,K48,2.20121E+11,30,MILL OPERATION/PREPARATION PLANT,15/03/2012,2012,1,2012,2,930,5,DAYS RESTRICTED ACTIVITY ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,630,18,SLIP OR FALL OF PERSON,30,"OVER-EXERTION, NEC",1,0.21,0.21,0.21,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",92,WALKING/RUNNING,10,"FLOOR,WALKING SURF-NOT UG",330,"SPRAIN,STRAIN RUPT DISC",512,KNEE/PATELLA,0,22,0,N,4/08/2012,? ,NO VALUE FOUND,,"Employee was descending the stairway and tripped while turning onto the permanent landing, causing a strain to the left knee.",3.20121E+11,M
402542,95933,Molycorp Inc,96066,Molycorp Minerals ,,2.20113E+11,30,MILL OPERATION/PREPARATION PLANT,13/11/2011,2011,4,2012,1,400,6,"NO DYS AWY FRM WRK,NO RSTR ACT",6,?,NO VALUE FOUND,?,NO VALUE FOUND,2,Air compressor,121,Not Reported,,1800,17,MACHINERY,8,"STRUCK BY, NEC",1,1.83,1.83,1.83,374,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",39,MACHINE MAINTENANCE/REPAIR,92,PULVERIZED MINERAL (DUST),310,"SCRATCH,ABRASION,SUPERFCL",130,EYE(S) OPTIC NERVE/VISON,0,0,0,N,11/13/2011,? ,NO VALUE FOUND,,"Employee was using an airline to unplug a line, he uncoupled the line and Splashed materials into his face and eyes.",,M
402792,M01688,Teichert Inc,L06891,Teichert Aggregates,,2.20102E+11,3,"STRIP, QUARY, OPEN PIT",7/06/2010,2010,2,2010,3,9999,7,OCCUPATNAL ILLNESS NOT DEG 1-6,6,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,?,NO VALUE FOUND,,330,31,DISORDERS (REPEATED TRAUMA),30,"OVER-EXERTION, NEC",1,6,1,6,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",99,UNKNOWN,127,"MISCELLANEOUS,NEC",270,"JOINT,TENDON,MUSCL INFLAM",320,WRIST,0,0,0,N,6/08/2010,? ,NO VALUE FOUND,,"Employee complaining of on-going pain, possibly due to carpal tunnel syndrome.",,M
402792,M01688,Teichert Inc,L06891,Teichert Aggregates,,2.20141E+11,3,"STRIP, QUARY, OPEN PIT",14/02/2014,2014,1,2014,2,1100,3,DAYS AWAY FROM WORK ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,24,"Front-end loader, Tractor-shovel, Payloader, Highlift, Skip loader",18,Caterpillar,246C,500,9,HANDLING OF MATERIALS,21,"CGHT I, U, B, MVNG & STTN OBJS",1,13,0.31,0.31,328,"Utility man, Shift tech, Service/Dump truck operator",23,GET ON/OFF EQUIPMENT/MACHINES,76,SURFACE MINING MACHINES,330,"SPRAIN,STRAIN RUPT DISC",512,KNEE/PATELLA,0,0,0,N,,? ,NO VALUE FOUND,,"Employee was exiting skid steer and he was standing on the right tire. When he stepped down with his right foot, his left foot got hung up in the tire tread causing pain in his left knee.",,M
402815,M11611,Robertson's Ready Mix Inc; Mitsubishi Corp,L14361,Robertson's,,2.20011E+11,3,"STRIP, QUARY, OPEN PIT",20/03/2001,2001,1,2001,2,9999,3,DAYS AWAY FROM WORK ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,70,"Welding machine, Torch, Cutting torch, Arc welder, Air arc",0,Not Reported,?,9999,9,HANDLING OF MATERIALS,8,"STRUCK BY, NEC",1,0.3,0.07,16.11,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",93,WELDING AND CUTTING ELECT/ACETYL,88,"METAL,NEC(PIPE,WIRE,NAIL)",200,DISLOCATION,440,HIPS (PELVIS/ORGANS/KIDNEYS/BUTTOCKS),,,321,N,,13,NOT MARKED,,WHILE EE AND ANOTHER EE WERE BUILDING A HOPPER THE 2 SIDE PANELS WERE BEING HELD BY TACK WELDS WHICH BROKE WHEN THE PANELS WERE BEING ALIGNED CAUSING ONE PANEL TO FALL ONTO EE.KICKERS WERE ALS O IN PLACE.,,M
402848,M11763,Imerys S A,L12218,"Imerys Minerals California, Inc.",,2.20073E+11,30,MILL OPERATION/PREPARATION PLANT,3/09/2007,2007,3,2007,4,1045,3,DAYS AWAY FROM WORK ONLY,6,?,NO VALUE FOUND,?,NO VALUE FOUND,28,Hand tools (not powered),121,Not Reported,,700,10,HANDTOOLS (NONPOWERED),29,"OVREXRTN IN WLDNG, THRWNG OBJS",1,28.27,28.27,24.37,304,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",30,HAND TOOLS (NOT POWERED),46,"AXE,HAMMER,SLEDGE",270,"JOINT,TENDON,MUSCL INFLAM",312,ELBOW,0,0,160,N,04/15/2008,? ,NO VALUE FOUND,,Repeated hammering of drift at 678 blower pipe.,3.20081E+11,M
